scrape_time,job_title,publisher,time_posted,salary,job_type,desc
29-Apr-2022 T11:46,Data Engineer,Geniebook,16 hours ago,,Full–time,"Loved by over 150,000 users, Geniebook is Singapore’s largest online learning platform for English, Mathematics and Science (EMS) syllabus. From AI-personalised worksheets to live classes and teacher chats, we are a powerful suite of complementary learning products designed to help students accelerate their academic performance. We’re looking out for amazing global talents to scale Geniebook exponentially across Southeast Asia, and we have many exciting roles opening up across a wide range of functions.

So join us today to inspire a new generation of learners and help even more students learn smarter and do better!

Job Scope:
• Design, build and maintain reliable and efficient pipelines to extract and process data from multiple sources to suit diverse data consumers and business units
• Work closely with the Engineering team to make sure the data handling infrastructure and pipelines are up-to-date, efficient, and in line with industry standards.

Job Requirements:
• Bachelor's degree or equivalent experience in quantitive field (Statistics, Mathematics, Computer Science, Engineering, etc.)
• At least 1 - 2 years of related experience
• Knowledge of database theories and design
• Experience in relational and non-relational database management systems, such as MySQL, NoSQL, or similar
• Strong programming skills, particularly in Python, C++
• Familiarity with distributed processing and managing of big data using Apache Hadoop, MapReduce, Apache Hive, or similar frameworks
• Previous exposure to ETL tools and technologies
• Proven competency in creating and maintaining a Data Warehouse or Data Science Pipeline
• Awareness of data storing, maintenance, and migrations costs.
• Ability to work in a multidisciplinary team"
29-Apr-2022 T11:46,"AVP, Data Engineer - BI Tools",United Overseas Bank,5 hours ago,,Full–time,"AVP, Data Engineer - BI Tools

AVP, Data Engineer - BI Tools

Posting Date: 25-Apr-2022

Location: Alexandra, Singapore, SG

Company: United Overseas Bank Limited

About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices.
Our history spans more than 80 years. Over this time, we have been guided by our values - Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

About the Department
The Technology and Operations function is comprised of five teams of specialists with distinct capabilities: business partnership, technology, operations, risk governance and planning support and services. We work closely together to harness the power of technology to support our physical and digital banking services and operations. This includes developing, centralising and standardising technology systems as well as banking operations in Singapore and overseas branches.

Job Responsibilities
You will be responsible for the end-to-end software development and support for all work related to projects, quarterly change requests, L3 production fixes. This includes software product implementation and administration, application design, development, implementation, testing and support. You will be expected to work on Finance & Risk Analytics.
You will also be responsible for quality assurance of the team's delivery in conformance with the Bank-defined software delivery methodology and tools. You will partner with other technology functions to help deliver required technology solutions.

Other responsibilities include:

• Create frameworks, technical features which helps in faster operationalisation of Data models, Analytical models(including AI/ML) and user generated contents (dashboards, reports etc.)

• Effectively partner with citizen data scientists in enabling faster adoption of AL/ML model based systems

• Independently install, customise and integrate software packages and programs

• Carry out POCs involving new data technologies

• Design and develop application frameworks for data integration

• Create technical documents such as solution design, program specifications for target solutions

• Perform design and development of applications which may not be limited to: Software Applications, Data Integration, User Interfaces, Automation

• Maintain and recommend software improvements to ensure a platform centric management of software applications

• Performance tuning

• Work with production support team members to conduct root cause analysis of issues, review new and existing code and/or perform unit testing

• Perform tasks as part of a cross functional development team using agile or other methodologies and utilising project management software

Job Requirements
Functional skillsets
Data Lake, EDW, Data Mart, Data Integration & Visualization
Hands-on experience in implementing large scale data warehouse & analytics platforms in financial services industry with good functional knowledge of products & services offered in Retail bank / Wholesale / Global Markets covering some of the following analytics domains:

• Setting up and running BI tools oriented platform
• Design and develop QlikSense & Microsoft Power BI applications
• Design and develop Applications in SAS, Microsoft-R, Python
• Integration of BI tools with data stores (EDW, data marts )
• Experience in Data Modeling, Data mapping for Data Warehouse and Data Marts solutions
• Experience in financial domain - Retail , Wholesale, Compliance, Digital
• Expertise in design of role based fine grained access control
• Designing cloud ready data solutions, Virtualization
Technical skillsets

• Expertise in installing and configuring of BI/Analytical tools like Qlik, Power BI, SAS, Microsoft R
• Expertise in administration (QMC, powershell scripting), infrastructure design of such tools
• Integration with other data systems like EDW, Data mart, CRM, Digital
• Expertise in building BI semantic layer (Qlik - QVD, PowerBI - Direct Query, SSAS, In Memory SSAS modelling, SSRS, Excel Add In)
• Creating application framework specific to BI tools to speed up user adoption
• Good working experience in security features of BI tools including integration with Active Directory, solutions to protect data in motion and at rest
• Good working experience in fine tuning on line BI queries, BI models, analysis of DAX queries
• Reports/Dashboard/Application development expertise using QLIK, PowerBI, SAS, Microsoft R, Python
2 to 3 technical certifications from enclosed list:

• Cloudera Hadoop distribution - Hive, Impala, Spark, Kudo, Kafka, Flume
• Teradata - Bteq, Query Grid, GCFR, MDM, Data Mover, BAR
• Informatica Data Integration - PC, IDR, BDM, MM, IDQ, EDC
• Data modelling tools (Erwin)
• QlikSense
• Microsoft Power BI - Direct Query, SSAS, SSRS, Excel Add In
• Microsoft - R
• Data science workbenches - Cloudera Workbench, Jupyter, DataRobot, H2O.AI, IBM DSX
• Data Virtualization tool - Denodo, Dremio
• AS400
• Language - SQL, Java, Python, Scala, Pyspark
• Automation / scripting - CtrlM, Shell Scripting, Groovy
Experience for an added advantage:

• CI/CD software, Testing Tools - Jenkins, SonarQube
• Version Control Tool - Aldon+LMe, CA Endeavor
• Deployment Tool kit -Jenkins
• Service or Incident Management (IcM) Tools - Remedy
• Source Code Repository Tool - Bitbucket
• Scheduling Tool - Control-M
• Defect Management Tool - JIRA
• Application Testing tool - QuerySurge
• Cloud certification
• Platforms provided by FICO, Experian, SAS for credit and portfolio management

Be a part of UOB Family
UOB is an equal opportunity employer. UOB does not discriminate on the basis of a candidate's age, race, gender, color, religion, sexual orientation, physical or mental disability, or other non-merit factors. All employment decisions at UOB are based on business needs, job requirements and qualifications. If you require any assistance or accommodations to be made for the recruitment process, please inform us when you submit your online application.

Apply now and make a difference"
29-Apr-2022 T11:46,Principal Data Engineer,SingTel,27 minutes ago,,Full–time,"Job Description :

At Singtel, we believe in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers. We strive to ensure all our people practices are non-discriminatory and provide a fair, performance-based work culture that is diverse, inclusive and collaborative.
Join us and experience what it's like to be with an Employer of Choice*. Together, let's create a brighter digital future for all. *Awarded at the HR Fest Awards 2020.
We are seeking a Principal Data Engineer who will be responsible to lead the data engineering solutions, deliveries, and operations. Ensure the efficient and sustainable operation of Singtel Unified Data Platform and Event Streaming Platform, and to build and maintain large-scale, highly available, high-performance distributed systems based on system availability and performance. You will be part of Group IT Data & Platform Management team. In this position you will work with business, IT, and data professionals.
The role covers the following key objectives:
• Lead a team of data engineers and be a mentor to the team on development best practices
• Take ownership of the team deliverables, delegate the development tasks efficiently to the team and ensure timely delivery
• Provide solution oversight to delivery architects and data engineers
• Additional to being the lead of the development team, contribute as a senior individual contributor on complex modules of the platform architecture, design, and development
• Drive, lead and align new capabilities in data engineering and data integration across Singtel Group
• Develop new data solutions and accelerators that help to deploy our data platform and engineering services at scale
• Lead, manage and run data platform operations and application support
• Setup and operate site reliable engineering (SRE) for data engineering to achieve efficient, stable, and sustainable operations
• Plan and manage annual budget for both capital expenditures and operating expenses
• Define standards and guidelines for development and operations
• Contribute technical and thought leadership to Singtel data platform and engineering initiatives, programs, and roadmap
• Build and maintain strong relationship with business leaders, Group IT domains (departments) and IT service providers to deliver value via data
• Present and pitch at relevant senior leadership levels and /or executive steering committees
• Promote an engineering-centric and devops culture through building relationships with development & operations and driving enhancements to the end-to-end release process\
• Build, hire and retain a high-performance data engineering team

Requirements
• Bachelor's degree in Business Management, IT, Computer Science or equivalent.
• At least 12 years of experience in big data and / or data warehouse, including at least 8 years of experience in leading data engineering and operations
• Expert in building and optimizing data pipelines using Scala, Spark
• Experience in managing large scale data warehouse / data lake in both on-prem and cloud with high availability and scalability
• Experience in data management, data architecture and design
• Experience in event streaming with Kafka
• Strong technical knowledge of data integrations including a data engineering framework
• Strong knowledge of SQL, Scala, Spark, Hadoop
• Hands-on experience in handling incident, problem, configuration, capacity, and availability management
• Experience with DevOps tools and environment
• Experience with Cloud environment - AWS, Azure, GCP
• Experience with monitoring and load balancing tools
• Experience with SRE
• Experience in managing and driving outsourced vendors to delivery and operations objectives
• Experience in leading complex and major change initiatives and programs
• Strong background in operational and capital finances, and IT budget development"
29-Apr-2022 T11:46,Senior Data Engineer,Quantexa,21 hours ago,,Full–time,"Founded in 2016 with only a handful of individuals, Quantexa was built with a purpose that through a greater understanding of context, better decisions can be made. 6 years, 10 locations and 500+ employees later we still believe that today. We connect the dots within our Customers data using dynamic entity resolution and advanced network analytics to create context, empowering businesses to see the bigger picture and drive real value from their data.

Due to the continuous success and high demand from our customers, we are looking for a Senior Data Engineer with a proven track record to join the Quantexa family. 🚀

What does a Senior Data Engineer role at Quantexa look like?

In order to be a successful data Engineer at Quantexa, you’ll need to be comfortable dealing with both internal and external stakeholders You will be managing, transforming and cleansing high volume data, helping our Tier 1 clients solve business problems in the area of fraud, compliance and financial crime.

Being Agile is an integral part to the success we have at Quantexa and having regular team sprints and Scrum meetings with your Projects team is essential. You’ll be working closely with Data Scientists, Business Analysts, Technical Leads, Project Managers and Solutions Architects, with everyone following the same goal of meeting our Clients expectations and delivering a first-class service. 🥇

We want our employees to use the latest and leading open source big-data technology possible. You will be using tools such as Spark, Hadoop, Scala, Data Fusion and Elasticsearch, with our platform being hosted on Google cloud (GCP). Our primary language is written in Scala, but don’t worry If that’s not your strongest language or if you haven’t used it before, we make sure that every Quantexan goes through our training academy so they’re comfortable and confident with using our platform.

Requirements

• We’re looking for individuals who have proven big data experience, either from an implementation or a data science prospective.
• The desire to learn and code in Scala

• Experience in working in an Agile environment
• Expert knowledge of at least one big data technology such as Spark, Hadoop, or Elasticsearch.
• A strong coding background in either Java, Python or Scala
• Experience of building data processing pipelines for use in production “hands off” batch systems, including either traditional ETL pipelines and/or analytics pipelines.
• Passion and drive to grow within one of the UK’s fastest growing scale-ups.
• Consulting or business facing skills and a desire to work with customers.

Benefits

Why join Quantexa?

We know that just having an excellent glass door rating isn’t enough, so we’ve put together a competitive package as a way of saying thank you for all your hard work and dedication.

We offer:

• Competitive salary 💰
• Company bonus
• Private healthcare with Sigma plus life insurance and critical illness
• Free Calm App Subscription #1 app for meditation, relaxation and sleep 🧘‍♀️
• Annual leave, national holidays + birthday off! 🌴
• Ongoing personal development
• Great WeWork Office Space & Company wide socials"
29-Apr-2022 T11:46,Data Engineer,St Engineering Unmanned & Integrated Systems Pte. Ltd.,16 hours ago,,Full–time,"We are looking for an experienced AI Engineer to join our multidisciplinary team in transforming our MRO business, using deep learning and neuro-linguistic programming (NLP) to help us improve various business outcomes and drive innovation.Job Responsibilities:Perform research and development (R&D) and processes to meet the needs of our AI strategyWork with operation teams to identify and prioritize key areas of the business where AI solutions can drive significant business benefitDesign and develop AI Solutions for MRO business Optimization.Work on functional design, process design (including scenario design, flow mapping), prototyping, testing, training, and defining support procedures, working with Group Engineering Centre and Operation Teams.Document and articulate solution architecture and lessons learned for each exploration and accelerated incubationJob Requirements:Degree in Computer science, Electrical Engineering / Mechanical Engineering or equivalent2+ years of experience in applying AI to practical and comprehensive technology solutionsProficient in C, C++ and Python programmingFamiliar with Windows and Linux programming environmentsProven experience with ML, deep learning, Tensorflow, NLPStrong interpersonal and communication skills.Ability to contribute as a team player or independently.Ability to demonstrate a high level of initiative and resourcefulness.Location: Ang Mo KioSingaporean only"
29-Apr-2022 T11:46,Data Engineer,Tata Consultancy Services,16 hours ago,,Full–time,"Required Qualifications3-5 years' experience in ETL workflows on Big Data platform using Informatica Data Engineering Quality (version 10.X)Experience in data profiling, cleansing, parsing, standardization, verification, matching and data quality exception handling.Strong technical skills in SQL/PLSQL, HiveQL, SparkSQLAble to apply best-practice optimization techniques on ETL workflowsExperience and understanding of testing, coding, design, documentation and change management procedures.Strong work ethic with a highly positive, hands-on, can-do attitude and flexible team player.Ability to manage tasks independently, take ownership of responsibilities and work with minimal supervision."
29-Apr-2022 T11:46,"AVP, Software Engineer, Data Technology, Technology and Operations",DBS Bank,16 hours ago,,Full–time,"Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation.

In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Responsibilities
• Build the enterprise data platform and tooling for the users of the data platform.
• Incident management : troubleshoot business critical incidents. Analyse patterns of production incidents, develop permanent remediation plans, and implement automation to prevent future incidents from occurring through software engineering.
• Programming and scripting together with development teams to automate everything to remove the toil.
• Setting up strategies for observability, automating monitoring and auto-remediation of known issues.
• Work with remote teams.

Requirements
• Bachelor's degree in Computer Science or a related technical field involving software or systems engineering, or equivalent practical experience.
• Experience programming in at least one JVM languages (Java, Scala, Clojure).
• Experience programming in another language C, C++, Python, Javascript or Go.
• Strong experience in managing at least two of the following : Kafka, YARN, Spark, Cassandra, Elasticsearch, Kubernetes, Ansible.
• Strong experience in problem solving and analyzing global scale distributed systems including at least two of the above.
• Strong experience in managing at least one of the following monitoring solutions : Open-Telemetry, Prometheus, Grafana.
• Expertise in Unix / Linux systems, IP networking, performance and application issues.
• Experience in designing, analyzing and building automation and tools for large scale systems.
• Ability to debug, optimize code, and automate routine tasks.
• Knowledge of Linux systems internals.
• Hands-on technical experience.
• Effective communication skills.
• Experience with software product development.
• Experience with Java application servers and JVM configuration.
• Experience writing Kubernetes controllers and operators.
• Ability to work independently and make decisions under minimal supervision.
• Experience in building solutions with AWS, Google, Azures and other cloud services.

Apply Now

We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements"
29-Apr-2022 T11:46,Data Engineer Big Data,ADECCO PERSONNEL PTE LTD,22 hours ago,,,"Job Description
• Development efforts in an agile software development environment, participate in sprint planning, task breakdown, and daily stand ups
• Work with product owners and architect to understand objectives and translate these into a system level design and implementation
• Implement designs that meet quality standards, coding standards, and provide a rich user experience across platforms
• Design and implement new frameworksand software that meets DBS’s standards in performance, reliability, and maintainability
• Create rapid prototypes to vet new design, interaction, and integration concepts.
• Collaborate across cross locations IT teams in delivering software components
• Investigate and resolve SIT and UAT defects
• Troubleshoot and solve production issues related to performance and reliability throughout the software stack
• Proactively identify bottlenecks in the system and work to resolve these issues before they become a problem

Requirements
• 2 – 5 years of Actimize development (WLF, CDD, SAM)
• Relevant AML experience in banking environment
• Able to perform linux / windows scripting.
• Experience in Java development will have an advantage
• Candidate with operational experience, preferably in support of critical application systems, will have an advantage

Saghana Sithara | Registration Number: R1550224"
29-Apr-2022 T11:46,Data Engineer - APAC,Tamr,22 hours ago,,Full–time,"Company Description

Tamr is the enterprise data mastering company trusted by large enterprises like Blackstone, the US Air Force, Toyota, and GSK. The company’s patented software platform uses machine learning supplemented with human feedback to master and prepare data across myriad silos to deliver previously unavailable business-changing insights. With a co-founding team led by Andy Palmer (founding CEO of Vertica) and Mike Stonebraker (Turing Award winner) and backed by top-tier investors such as NEA and GV, Tamr is transforming how companies get value from their data.

Job Description

Tamr DataOps Engineers are highly technical data scientists and engineers who understand all aspects of the business. We know how to pitch the product to anyone from software architects to business executives. Often we’re working on the most challenging problems in the enterprise and we have to dig deep to understand the business value and deliver technical solutions. As the company’s outward-facing, technical resource, the work of the whole group is varied. We build prototypes, direct product development, work with sales on accounts, implement pilot solutions, and deploy full production rollouts. DataOps Engineers are expected to be highly efficient and resourceful when leading these projects.

We are a US Based company but rapidly expanding in APAC, and we are looking for a DOE

who thrives working with our existing local partners and customers, as well selling, onboarding and working hand in hand with the next wave of Tamr prospects.

We are looking for someone who loves to write code, and has a genuine interest in being

customer-facing. We are building and selling a human-in-the-loop machine learning platform for the enterprise to help companies automatically unify and categorize their data to drive new analytic and operational insight. We are looking for engineers interested in creating front line code to solve real customer problems, ranging from back-end data processing and machine learning, to front end presentation and dashboarding.

Challenges that make this job interesting:
• The problem we’re solving is hard - enterprise data is messy and there is a lot of it. It’s our job to derive value from this data in a flexible and scalable way
• Every customer is different - while there are similar use cases that we see repeatedly, every account presents new challenges and we need to be able to adapt quickly to each new situation

This job might be a good fit for you if:
• You have strong data science and/or software engineering experience
• You are excited about working for a startup and being a key contributor in a new office
• You enjoy working with customers and have excellent interpersonal skills
• You enjoy educating prospects on the the data landscape, and the Tamr solution by means of tailored product demonstrations - target audiences include end users, IT staff, executive sponsors, industry analysts
• Defining and scoping the deliverables of proof of concept projects with clients, and then leading these exercises
• Enabling partners and accelerating the local market by multiplying your impact through others
• You have machine learning knowledge/experience
• You understand the value of data and how it can truly transform an organisation
• You’ve dealt with lots of data - messy, siloed and disparate data sources - and understand how to develop pipelines to clean and get this data ready for analysis
• You’re a great story teller - you can take large amounts of an organisation’s data and develop visualisations and presentations using that data to highlight insights and specific actions the organisation can take to improve. This is to both technical and business audiences.

Qualifications:
• BS, MS or PhD degree in Computer Science / Software Engineering, Physics, Mathematics or similarly quantitative/technical field
• Polyglot programmer, with experience using technologies such as Python, Java, R, SQL
• Willingness and ability to travel to client locations on occasion

Other Preferred Qualifications / Nice to Have:
• Deep understanding of data integration and transformation patterns such as messaging, ETL.
• Hands-on experience with enterprise and corporate systems from a data architecture and development perspective
• Hands-on experience with traditional data warehouse technologies and BI or visualization tools
• Machine learning knowledge/experience
• Front end software development expertise. JS in particular
• Experience building enterprise applications, including integration with COTS systems
• Experience with any of the following technologies: Hadoop, Spark, ElasticSearch, Java, Cloud Partners
• DevOps and/or cloud solutions deployment experience a plus
• Advanced quantitative technical degree (MS or PhD) preferred

Additional Information

This position is available for candidates in the APAC region and will be remote.

Tamr provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws"
29-Apr-2022 T11:46,Data Engineer,Endowus,6 hours ago,,Full–time,"About us
Endowus is Asia's leading fee-only digital wealth platform. Headquartered in Singapore, we are the first digital advisor to span both private wealth and public pension savings (CPF & SRS), helping all investors grow their money with expert advice, institutional access to financial solutions, low & fair fees, and a delightful personalised digital wealth experience.
Our clients entrust us with a responsibility that goes far beyond technology or financial markets - they entrust us with their wealth - their livelihoods and ambitions of a better future for themselves and their loved ones. Our mission is clear: help people invest better so they can live easier today, and better tomorrow.

The people you will work with
The team has deep domain knowledge in finance and technology, bringing together decades of experience at Goldman Sachs, Morgan Stanley, UBS, Credit Suisse, The Blackstone Group, AQR, Grab, Dropbox, Lyft, Redmart, Carousell, Bytedance, Grab, Kakao, Alibaba, and more See our leadership team here . We practise inclusion and treasure our diversity in background and experience. A diverse team is our biggest asset and we look for people who share our belief in Endowus' clear mission.

Investors, recognition, licensing
Endowus is backed by global leading strategic and venture capital investors including UBS, Samsung Ventures, EDBI, Prosus Ventures, ZVC, Singtel Innov8, Lightspeed Venture Partners, and SoftBank Ventures Asia.

Endowus has been recognised by the industry with the following awards: Singapore's Rising Star and Fintech Innovation (Asia Asset Management's Best of the Best Awards 2021), LinkedIn Top Start-ups 2021, WealthTech of the Year (Asia FinTech Awards 2021), and the top 15 Singapore's Best Workplaces Award (Great Place to Work).
Endowus is licensed by the Monetary Authority of Singapore (MAS).

About this role; responsibilities & ownership
• We are looking for a Data Engineer who thrives in a fast-paced environment and enjoys driving innovation through rapid prototyping and iterative development.
• Being part of Endowus's Technology team, you will build end-to-end product features that you are confident of delighting user experiences.
• You will need to leverage the entire technology stack to realise these goals and will be part of a team that is constantly tackling difficult questions of scale, architecture, and interaction. Requirements & qualifications

• Bachelors' or above in Computer Science, a related field, or equivalent professional experience
• 3-6 years of experience in designing and implementing key components for highly scalable, distributed data collection and analysis systems built for handling large volumes of data in cloud
• Advanced working SQL knowledge and experience working with relational databases or BigQuery, query authoring (SQL) as well as working familiarity with a variety of databases.
• Experience building and optimising data pipelines and data sets in Apache Flink or Apache Spark to answer specific business questions.
• Experience in at least one of the JVM languages such as Java, Scala.
• Experience Build processes supporting data transformation, data structures, metadata, dependency and workload management. (experience in Airflow is Plus)
• Experience with distributed databases, such as Cassandra, and the key issues affecting their performance and reliability.
• Hands-on development with key technologies including Scala, Apache Flink and other relevant distributed computing languages, frameworks, and libraries
• Independence and self-reliance while being a proactive team player with excellent communication skills.
• Self-driven, has a strong sense of ownership and able to work and learn independently
• Comfortable with numbers and motivated by steep learning curves Nice to haves
• Experience with message broker systems, such as Apache Kafka.
• Developed mission-critical products, e.g. trading platforms, medical applications
• Basic knowledge of finance and trading
• Preferably some exposure to CQRS / Event Sourcing patterns
• Familiarity with Docker, Kubernetes and Terraform Remote Okay
• We are open to hiring remotely in Asia time zones. Benefits & perks
• Stock options in a fast growing company *
• Employee discount for investing at Endowus
• Flexible working hours and locations so you can live life and your best work - you are trusted to be responsible
• Competitive Staff Benefits; Annual Leave, Medical insurance, Dental *
• Productivity Equipment; Omnidesk Standing Desk & Ergonomic Chairs, Dell UltraSharp USB Type-C Monitor, high-end computer peripherals
• Choice of Apple or PC equipment
• Additional S$250 /HKD 1450 budget for your favourite hardware to boost productivity * Note: * is only applicable to Full-Time employees"
29-Apr-2022 T11:46,Data Engineer,GLP PTE. LTD.,16 hours ago,,Full–time,"The Data Engineer will be a key player in the enterprise-wide data transformations projects. You will engage in developing and automating data processing pipelines for data modelling, analysis, and reporting from various data sources system; The primary responsibility of this position is to assist to establish the enterprise data Lake architecture under Microsoft Azure Data factory, Databricks and Synapse and deliver data driven solutions.

Job description:

• Assist in architecture design, develop, document, and implement end-to-end data pipelines and data driven solutions.

• Define roadmap to transform data architecture focusing on scalability, performance and stability for the entire data lifecycle;

• Build data flows for data acquisition, aggregation, and modelling, using both batch and streaming paradigms.

• Perform data analysis, data profiling, data cleansing, data lineage, data mapping and data transformation.

• Develop high-quality code for the core data stack including data integration hub, data warehouse and data pipelines under Azure service.

• Execute and deliver best practices in data management and data lifecycle processes, including modular development of data processes, coding and configuration standards, error handling and notification standards, auditing standards, and data archival standards.

• Implement security and standards, documenting technical specifications and operating procedures.

• Collaborate across developers as part of a SCRUM team ensuring collective team productivity

• Provide technical support for any data issues with recommendations, and resolutions.

Requirements:

• 2 years professional experience as a data engineer, software engineer, data analyst, data scientist, or related role.

• Experience with Microsoft Azure Data Integration Stack (Azure Data Lake Gen2, Azure Data Factory, Delta Lake, SSIS, SQL Server, Azure Data Warehouse), Databricks, Spark.

• Working experience in Investment or Real Estate industry, preferably with business and functional knowledge.

• Expertise building ETL and data pipelines on Databricks using data engineering languages Python and SQL on Azure.

• Advanced knowledge and experience working with Python & SQL;

• Proven experience with all aspects of the Data Pipeline (Data Sourcing, Transformations, Data Quality, Etc…).

• Experience with visual modelling tools including UML

• Proficient in using data visualization tool such as Power BI, Workiva and in standard office tools such as Excel.

• Familiar with DevOps and Agile methodology.

Recommended Skills

Agile Methodology

Apache Spark

Architectural Design

Architecture

Auditing Standards

Azure Data Factory"
29-Apr-2022 T11:46,Data Engineer,Lilith Games Sg Pte. Ltd.,16 hours ago,,Full–time,"Big Data Development Engineer (Advertising Direction)

Big Data Development Engineer (Advertising Direction)

What you will be doing:

1ã€ Responsible for the construction of Big Data Cloud Platform and the maintenance of Advertising Data Warehouse.

2ã€ Responsible for the calculation, cleaning and layering of Advertising Data based on Flink, Spark, etc., and store it through Hadoop, Clickhouse, etc.

3ã€ Responsible for Advertising Data Analysis and Advertising System Report development.

Qualifications & Skills

1ã€ Bachelor degree or above, major in computer and other related majors.

2ã€ Proficient in Python or Golang coding.

3ã€ Proficient with Mysql, Memcache, Redis, Message Queue and other common WEB components.

4ã€ Having experience in using one or more of HDFS, Hive, HBase, MongoDB, Kafka, Flink and Spark is preferred.

5ã€ Experience in operation and maintenance development is preferred.

6ã€ Familiar with Alibaba Cloud and other cloud computing resource deployment and optimization is preferredã€'

7ã€ Proficient in coding complex SQL Statements, and have the ability and experience of query optimization.

8ã€ Positive and optimistic, strong sense of responsibility, with good team communication and cooperation

å¤§æ•°æ ®å¼€å 'å·¥ç¨‹å¸ˆï¼ˆå¹¿å'Šæ–¹å 'ï¼‰

å·¥ä½œè Œè´£

1

è´Ÿè´£å¤§æ•°æ ®äº'å¹³å °æ å»ºï¼Œå¹¿å'Šæ•°æ ®ä»'åº'çš'æ å»ºä¸Žç»´æŠ¤ã€'

2

è´Ÿè´£åŸºäºŽFlinkã€ Sparkç‰å¯¹å¹¿å'Šæ•°æ ®çš'è¿›è¡Œè®¡ç®—ã€ æ¸…æ´—ã€ åˆ†å±'ç‰å·¥ä½œã€'å¹¶é€šè¿‡Hadoopã€ Clickhouseç‰è¿›è¡Œå˜å'¨ã€'

3

è´Ÿè´£å¹¿å'Šæ•°æ ®åˆ†æž å Šå¹¿å'Šç³»ç»ŸæŠ¥è¡¨çš'å¼€å 'ã€'

ä»»è Œè¦ æ±'

1.å¤§å¦æœ¬ç§'(ç»Ÿæ‹›)å Šä»¥ä¸Šå¦åŽ†ï¼Œè®¡ç®—æœºã€ é€šä¿¡ç‰ç›¸å…³ä¸'ä¸šã€'

2.ç†Ÿç»ƒæŽŒæ ¡Pythonæˆ–Golangä»£ç ç¼–å†™ã€'

3.ç†Ÿç»ƒä½¿ç'¨Mysqlã€ Memcacheã€ Redisã€ æ¶ˆæ ¯é˜Ÿåˆ—ç‰å¸¸ç'¨WEBç»'ä»¶ã€'

4.æœ‰ä½¿ç'¨HDFS, Hive, HBase, MongoDB, Kafkaï¼ŒFlink, Sparkä¸çš'ä¸€é¡¹æˆ–å¤šé¡¹çš'ç» éªŒä¼˜å…ˆã€'

5.æœ‰è¿ ç»´å¼€å 'ç» éªŒä¼˜å…ˆã€'

6.ç†Ÿæ'‰é˜¿é‡Œäº'ç‰äº'è®¡ç®—èµ'æº éƒ¨ç½²ä¸Žä¼˜åŒ–è€…ä¼˜å…ˆ

7.ç†Ÿç»ƒç¼–å†™å¤ æ 'çš'sqlè¯å ¥ï¼Œå…·å¤‡æŸ¥è¯¢ä¼˜åŒ–çš'èƒ½åŠ›å Šç» éªŒã€'

8.ç§¯æž ä¹ è§'ï¼Œè´£ä»»å¿ƒå¼ºï¼Œå·¥ä½œè®¤çœŸç»†è‡´ï¼Œå…·æœ‰è‰¯å¥½çš'å›¢é˜Ÿæ²Ÿé€šä¸Žå ä½œèƒ½åŠ›ã€"
29-Apr-2022 T11:46,Data Engineer,YASH TECHNOLOGIES SINGAPORE PTE. LIMITED,4 hours ago,,Full–time,"Technical Competence and Experience :
• Experience with the Microsoft Azure Platform (Data Lake, Data Factory, Databricks, Data Warehouse, Azure DevOps)
• Experience in DataBase and Information Modelling
• Experience with data wrangling using SQL and Python (R is a bonus)
• Experience with the Apache Spark Framework (preferably PySpark - Python)
• Experience with scripting languages such as Python and PowerShell (C#/.NET)
• Experience integrating systems and services
• Experience consuming REST APIs
• Experience developing REST APIs (preferably with Flask - Python)
• Experience with Docker containers

Soft Skills :
• Personal drive & problem-solving mentality
• Stakeholder management skills
• Ability to work across time-zones, culturally aware and able to collaborate with people from other countries.
• Team player – will collect and share information with colleagues in order to improve our services.
• Self-motivated and driven. Communicates and debates solutions to issues found Proactively contacts colleagues and takes the lead to work on problems or improvements.
• Service-minded.

Interested applicants can apply here or email to [ Email address blocked ]

Recommended Skills
• .Net Framework
• Apache Spark
• C Sharp (Programming Language)
• Data Lake
• Data Processing
• Data Warehousing"
